Timestamp,Fx,Fy,Fz,Tx,Ty,Tz,Temperature
6135379527,0.040793657,-0.105487265,-4.9443846,3.5276847,8.973364,0.23603204,23.322142
6135380543,0.040711187,-0.105395205,-4.944503,3.5253973,8.972202,0.23523329,23.322142
6135381684,0.040700927,-0.10517048,-4.944492,3.5229602,8.969972,0.23560749,23.322142
6135382586,0.040645678,-0.10512785,-4.9445367,3.5202909,8.970181,0.23398642,23.322142
6135383558,0.040691685,-0.10498247,-4.9445705,3.5179198,8.970191,0.23454842,23.322142
6135384544,0.040740665,-0.10494041,-4.9441195,3.5153434,8.970933,0.23432007,23.322142
6135385543,0.040859137,-0.10480986,-4.9441705,3.5137868,8.9726925,0.23528668,23.322142
6135386538,0.04101188,-0.104564995,-4.944561,3.5126145,8.975975,0.23481204,23.322142
6135387569,0.041155282,-0.10456342,-4.9441967,3.5108721,8.979901,0.23467425,23.322142
6135388591,0.041248843,-0.10441503,-4.944084,3.5104172,8.985778,0.23499261,23.322142
6135389565,0.041509084,-0.104299225,-4.9443717,3.5089679,8.990615,0.23582886,23.322142
6135390595,0.04169704,-0.104395024,-4.9442434,3.5072188,8.996413,0.2373238,23.322142
6135391579,0.041973658,-0.10427308,-4.943924,3.506079,9.0026655,0.23564327,23.322142
6135392570,0.042055387,-0.10410005,-4.943688,3.5069091,9.010904,0.23627196,23.322142
6135393599,0.042269737,-0.10409492,-4.94357,3.5066264,9.017119,0.23656371,23.322142
6135394581,0.042583846,-0.104088284,-4.9434943,3.5076425,9.024519,0.23645055,23.322142
6135395623,0.042805184,-0.10418497,-4.942843,3.5081918,9.032706,0.23703301,23.322142
6135396791,0.043068368,-0.10407231,-4.9428596,3.5089848,9.03995,0.23609906,23.319687
6135397645,0.043186873,-0.10409964,-4.942803,3.508932,9.047916,0.23543906,23.319687
6135398619,0.043193627,-0.10405076,-4.9426455,3.5109837,9.055428,0.23706901,23.319687
6135399600,0.043338712,-0.104105175,-4.9426208,3.5119479,9.061512,0.2377325,23.319687
6135400579,0.04329944,-0.104184344,-4.94239,3.5126257,9.068503,0.23825973,23.319687
